relativePath,originalExt,originalBytes,jpegBytes,deltaBytes,deltaPercent,originalSize,jpegSize,quality
TROG/shared/82-notebook-writing.webp,webp,62364,46090,-16274,-26.10,60.90 KB,45.01 KB,85
TROG/shared/82-paper-tree.png,png,410966,46458,-364508,-88.70,401.33 KB,45.37 KB,85
TROG/shared/82-paper-tree.webp,webp,60926,46458,-14468,-23.75,59.50 KB,45.37 KB,85
TROG/shared/83-picnic-island-rainy.webp,webp,187684,120594,-67090,-35.75,183.29 KB,117.77 KB,85
TROG/shared/83-picnic-island-sunny.webp,webp,204138,125818,-78320,-38.37,199.35 KB,122.87 KB,85
TROG/shared/83-picnic-park-rainy.webp,webp,161682,107700,-53982,-33.39,157.89 KB,105.18 KB,85
TROG/shared/83-picnic-sunny-park.webp,webp,170360,107267,-63093,-37.04,166.37 KB,104.75 KB,85
TROG/shared/84-keys-on-couch-pillows.webp,webp,65438,44863,-20575,-31.44,63.90 KB,43.81 KB,85
TROG/shared/84-keys-on-couch.webp,webp,68352,47367,-20985,-30.70,66.75 KB,46.26 KB,85
TROG/shared/84-keys-under-couch-no-pillows.webp,webp,75668,50335,-25333,-33.48,73.89 KB,49.16 KB,85
TROG/shared/84-keys-under-couch-pillows.webp,webp,79664,52114,-27550,-34.58,77.80 KB,50.89 KB,85
TROG/shared/85-gardener-flower-hat-off.webp,webp,122424,77701,-44723,-36.53,119.55 KB,75.88 KB,85
TROG/shared/85-gardener-flower-hat-off2.webp,webp,121580,77101,-44479,-36.58,118.73 KB,75.29 KB,85
TROG/shared/85-gardener-flower-hat-on.webp,webp,193574,120048,-73526,-37.98,189.04 KB,117.23 KB,85
TROG/shared/85-gardener-hat.webp,webp,136980,83684,-53296,-38.91,133.77 KB,81.72 KB,85
TROG/shared/86-drop-books.webp,webp,109906,74968,-34938,-31.79,107.33 KB,73.21 KB,85
TROG/shared/86-no-trip.webp,webp,111276,64676,-46600,-41.88,108.67 KB,63.16 KB,85
TROG/shared/86-trip-drop-books.webp,webp,102772,68750,-34022,-33.10,100.36 KB,67.14 KB,85
TROG/shared/86-trip-rock.webp,webp,81088,51239,-29849,-36.81,79.19 KB,50.04 KB,85
TROG/shared/87-girl-serves-woman-cake-no-line.webp,webp,134340,94842,-39498,-29.40,131.19 KB,92.62 KB,85
TROG/shared/87-girl-serves-woman-cake.webp,webp,150712,107069,-43643,-28.96,147.18 KB,104.56 KB,85
TROG/shared/87-woman-serves-girl-cake-no-line.webp,webp,134090,94207,-39883,-29.74,130.95 KB,92.00 KB,85
TROG/shared/87-woman-serves-girl-cake.webp,webp,144290,101972,-42318,-29.33,140.91 KB,99.58 KB,85
TROG/shared/88-carry-guitar-dance.webp,webp,153792,97755,-56037,-36.44,150.19 KB,95.46 KB,85
TROG/shared/88-carry-guitar-guy-dances.webp,webp,91852,59123,-32729,-35.63,89.70 KB,57.74 KB,85
TROG/shared/88-play-guitar-dance.webp,webp,107172,74514,-32658,-30.47,104.66 KB,72.77 KB,85
TROG/shared/88-play-guitars-dance.webp,webp,120750,78728,-42022,-34.80,117.92 KB,76.88 KB,85
TROG/shared/89-hoodie-island.webp,webp,130716,82335,-48381,-37.01,127.65 KB,80.41 KB,85
TROG/shared/89-hoodie-snow.webp,webp,106660,64945,-41715,-39.11,104.16 KB,63.42 KB,85
TROG/shared/89-island.webp,webp,126476,80238,-46238,-36.56,123.51 KB,78.36 KB,85
TROG/shared/89-snow.webp,webp,107784,66553,-41231,-38.25,105.26 KB,64.99 KB,85
TROG/shared/9-long.webp,webp,13876,11268,-2608,-18.80,13.55 KB,11.00 KB,85
TROG/shared/9-short1.webp,webp,7606,5921,-1685,-22.15,7.43 KB,5.78 KB,85
TROG/shared/9-short2.webp,webp,5916,4942,-974,-16.46,5.78 KB,4.83 KB,85
TROG/shared/9-short3.webp,webp,5828,5106,-722,-12.39,5.69 KB,4.99 KB,85
TROG/shared/90-he-plays-soccer.webp,webp,169594,109154,-60440,-35.64,165.62 KB,106.60 KB,85
TROG/shared/90-he-swims.webp,webp,102786,61143,-41643,-40.51,100.38 KB,59.71 KB,85
TROG/shared/90-they-play-soccer.webp,webp,186892,121993,-64899,-34.73,182.51 KB,119.13 KB,85
TROG/shared/90-they-swim.webp,webp,104188,65179,-39009,-37.44,101.75 KB,63.65 KB,85
TROG/shared/91-read-write.webp,webp,125294,90911,-34383,-27.44,122.36 KB,88.78 KB,85
TROG/shared/91-they-write.webp,webp,126518,92121,-34397,-27.19,123.55 KB,89.96 KB,85
TROG/shared/91-throws-plane-reads.webp,webp,127018,92376,-34642,-27.27,124.04 KB,90.21 KB,85
TROG/shared/91-throws-plane-writes.webp,webp,126724,93020,-33704,-26.60,123.75 KB,90.84 KB,85
TROG/shared/92-clown-large-hat.webp,webp,99868,73201,-26667,-26.70,97.53 KB,71.49 KB,85
TROG/shared/92-clown-small-hat.webp,webp,91956,67232,-24724,-26.89,89.80 KB,65.66 KB,85
TROG/shared/92-kid-large-hat.webp,webp,100202,71033,-29169,-29.11,97.85 KB,69.37 KB,85
TROG/shared/92-kid-small-hat.webp,webp,96504,67253,-29251,-30.31,94.24 KB,65.68 KB,85
TROG/shared/93-duck-behind-turtle.webp,webp,78898,49821,-29077,-36.85,77.05 KB,48.65 KB,85
TROG/shared/93-duck-on-bridge.webp,webp,77488,49922,-27566,-35.57,75.67 KB,48.75 KB,85
TROG/shared/93-duck-turtle-on-bridge.webp,webp,80064,51936,-28128,-35.13,78.19 KB,50.72 KB,85
TROG/shared/93-turtle-behind-duck.webp,webp,70258,47591,-22667,-32.26,68.61 KB,46.48 KB,85
TROG/shared/94-book-falls.webp,webp,75610,53326,-22284,-29.47,73.84 KB,52.08 KB,85
TROG/shared/94-stub-toe-book-falls.webp,webp,68642,49141,-19501,-28.41,67.03 KB,47.99 KB,85
TROG/shared/94-stub-toe.webp,webp,67588,48589,-18999,-28.11,66.00 KB,47.45 KB,85
TROG/shared/94-trip-rock.webp,webp,71624,52047,-19577,-27.33,69.95 KB,50.83 KB,85
TROG/shared/95-boy-chase-large-dog.webp,webp,71424,51112,-20312,-28.44,69.75 KB,49.91 KB,85
TROG/shared/95-boy-chase-small-dog.webp,webp,68420,43340,-25080,-36.66,66.82 KB,42.32 KB,85
TROG/shared/95-large-dog-chase-boy.webp,webp,77160,52219,-24941,-32.32,75.35 KB,51.00 KB,85
TROG/shared/95-small-dog-chase-boy.webp,webp,62216,40688,-21528,-34.60,60.76 KB,39.73 KB,85
TROG/shared/96-both-girls-hold-backpacks.webp,webp,30276,55949,25673,84.80,29.57 KB,54.64 KB,85
TROG/shared/96-short-girl-hold-backpack.webp,webp,79020,55330,-23690,-29.98,77.17 KB,54.03 KB,85
TROG/shared/96-short-girl-wear-backpack.webp,webp,28726,52936,24210,84.28,28.05 KB,51.70 KB,85
TROG/shared/96-tall-girl-hold-backpack.webp,webp,78874,54347,-24527,-31.10,77.03 KB,53.07 KB,85
TROG/shared/96-tall-girl-holds-backpack-and-flower.webp,webp,29560,54002,24442,82.69,28.87 KB,52.74 KB,85
TROG/shared/96-tall-girl-holds-flower-wears-backpack.webp,webp,30062,53345,23283,77.45,29.36 KB,52.09 KB,85
TROG/shared/96-tall-girl-pencil.webp,webp,75290,53315,-21975,-29.19,73.53 KB,52.07 KB,85
TROG/shared/96-tall-girl-wear-backpack.webp,webp,76422,53172,-23250,-30.42,74.63 KB,51.93 KB,85
TROG/shared/97-broken-train-on-rug.webp,webp,91544,61682,-29862,-32.62,89.40 KB,60.24 KB,85
TROG/shared/97-empty-rug.webp,webp,22918,51466,28548,124.57,22.38 KB,50.26 KB,85
TROG/shared/97-empty-shelf.webp,webp,26240,58162,31922,121.65,25.63 KB,56.80 KB,85
TROG/shared/97-train-on-rug.webp,webp,23118,52554,29436,127.33,22.58 KB,51.32 KB,85
TROG/shared/97-train-on-shelf.webp,webp,25960,57264,31304,120.59,25.35 KB,55.92 KB,85
TROG/shared/98-eat-and-swing.webp,webp,20418,44630,24212,118.58,19.94 KB,43.58 KB,85
TROG/shared/98-eat-banana.webp,webp,59924,45336,-14588,-24.34,58.52 KB,44.27 KB,85
TROG/shared/98-eat-brown-banana.webp,webp,58068,45457,-12611,-21.72,56.71 KB,44.39 KB,85
TROG/shared/98-eat-not-swing.webp,webp,18118,40726,22608,124.78,17.69 KB,39.77 KB,85
TROG/shared/98-look-banana.webp,webp,54928,44594,-10334,-18.81,53.64 KB,43.55 KB,85
TROG/shared/98-look-brown-banana.webp,webp,56852,44334,-12518,-22.02,55.52 KB,43.29 KB,85
TROG/shared/98-not-eat-not-swing.webp,webp,19150,43066,23916,124.89,18.70 KB,42.06 KB,85
TROG/shared/98-swing-not-eat.webp,webp,20520,45635,25115,122.39,20.04 KB,44.57 KB,85
TROG/shared/99-rainy-sun.webp,webp,73002,49140,-23862,-32.69,71.29 KB,47.99 KB,85
TROG/shared/99-rainy.webp,webp,70770,47997,-22773,-32.18,69.11 KB,46.87 KB,85
TROG/shared/99-stormy.webp,webp,74796,50854,-23942,-32.01,73.04 KB,49.66 KB,85
TROG/shared/99-sunny.webp,webp,69540,47438,-22102,-31.78,67.91 KB,46.33 KB,85
dashboard/task-logos/child-survey-logo.png,png,46384,22008,-24376,-52.55,45.30 KB,21.49 KB,85
dashboard/task-logos/hearts-and-flowers-logo.png,png,47538,20594,-26944,-56.68,46.42 KB,20.11 KB,85
dashboard/task-logos/intro-logo.png,png,219667,50924,-168743,-76.82,214.52 KB,49.73 KB,85
dashboard/task-logos/math-logo.png,png,22693,19002,-3691,-16.26,22.16 KB,18.56 KB,85
dashboard/task-logos/matrix-reasoning-logo.png,png,55821,17843,-37978,-68.04,54.51 KB,17.42 KB,85
dashboard/task-logos/mefs-logo.png,png,190963,25207,-165756,-86.80,186.49 KB,24.62 KB,85
dashboard/task-logos/memory-game-logo.png,png,21130,16087,-5043,-23.87,20.63 KB,15.71 KB,85
dashboard/task-logos/mental-rotation-logo.png,png,31285,21029,-10256,-32.78,30.55 KB,20.54 KB,85
dashboard/task-logos/phoneme-logo.png,png,58771,11905,-46866,-79.74,57.39 KB,11.63 KB,85
dashboard/task-logos/same-different-selection-logo.png,png,66661,19614,-47047,-70.58,65.10 KB,19.15 KB,85
dashboard/task-logos/sre-logo.png,png,150586,29410,-121176,-80.47,147.06 KB,28.72 KB,85
dashboard/task-logos/swr-logo.png,png,167488,21288,-146200,-87.29,163.56 KB,20.79 KB,85
dashboard/task-logos/theory-of-mind-logo.png,png,291143,34154,-256989,-88.27,284.32 KB,33.35 KB,85
dashboard/task-logos/trog-logo.png,png,219384,36237,-183147,-83.48,214.24 KB,35.39 KB,85
dashboard/task-logos/vocab-logo.png,png,379061,49357,-329704,-86.98,370.18 KB,48.20 KB,85
hearts-and-flowers/assets/images/animal_arm_down.png,png,3411,2177,-1234,-36.18,3.33 KB,2.13 KB,85
hearts-and-flowers/assets/images/animal_arm_down@2x.png,png,6767,4148,-2619,-38.70,6.61 KB,4.05 KB,85
hearts-and-flowers/assets/images/animal_arm_up.png,png,3495,2289,-1206,-34.51,3.41 KB,2.24 KB,85
hearts-and-flowers/assets/images/animal_arm_up@2x.png,png,6806,4339,-2467,-36.25,6.65 KB,4.24 KB,85
hearts-and-flowers/assets/images/animal_body.png,png,19408,10300,-9108,-46.93,18.95 KB,10.06 KB,85
hearts-and-flowers/assets/images/animal_body@2x.png,png,41272,22070,-19202,-46.53,40.30 KB,21.55 KB,85
hearts-and-flowers/assets/images/animal_ear.png,png,4492,2717,-1775,-39.51,4.39 KB,2.65 KB,85
hearts-and-flowers/assets/images/animal_ear@2x.png,png,9247,5417,-3830,-41.42,9.03 KB,5.29 KB,85
hearts-and-flowers/assets/images/animal_whole.png,png,21482,11502,-9980,-46.46,20.98 KB,11.23 KB,85
hearts-and-flowers/assets/images/animal_whole@2x.png,png,45917,24662,-21255,-46.29,44.84 KB,24.08 KB,85
hearts-and-flowers/assets/images/animal_whole_armUp.png,png,23801,12490,-11311,-47.52,23.24 KB,12.20 KB,85
hearts-and-flowers/assets/images/animal_whole_armUp@2x.png,png,50020,26530,-23490,-46.96,48.85 KB,25.91 KB,85
hearts-and-flowers/assets/images/ballonBackground.png,png,16394,15262,-1132,-6.90,16.01 KB,14.90 KB,85
hearts-and-flowers/assets/images/ballonBackground@2x.png,png,36126,35134,-992,-2.75,35.28 KB,34.31 KB,85
hearts-and-flowers/assets/images/balloon.png,png,14107,11459,-2648,-18.77,13.78 KB,11.19 KB,85
hearts-and-flowers/assets/images/balloon@2x.png,png,29405,23911,-5494,-18.68,28.72 KB,23.35 KB,85
hearts-and-flowers/assets/images/blinking.png,png,1531,2533,1002,65.45,1.50 KB,2.47 KB,85
hearts-and-flowers/assets/images/blinking@2x.png,png,3022,5331,2309,76.41,2.95 KB,5.21 KB,85
hearts-and-flowers/assets/images/buttonRed.png,png,458,633,175,38.21,458.00 B,633.00 B,85
hearts-and-flowers/assets/images/buttonRed@2x.png,png,918,1056,138,15.03,918.00 B,1.03 KB,85
hearts-and-flowers/assets/images/buttonWhite.png,png,469,369,-100,-21.32,469.00 B,369.00 B,85
hearts-and-flowers/assets/images/buttonWhite@2x.png,png,953,509,-444,-46.59,953.00 B,509.00 B,85
hearts-and-flowers/assets/images/confettiBottom.png,png,14088,8308,-5780,-41.03,13.76 KB,8.11 KB,85
hearts-and-flowers/assets/images/confettiBottom@2x.png,png,30813,19446,-11367,-36.89,30.09 KB,18.99 KB,85
hearts-and-flowers/assets/images/confettiUper.png,png,12567,8405,-4162,-33.12,12.27 KB,8.21 KB,85
hearts-and-flowers/assets/images/confettiUper@2x.png,png,27932,19514,-8418,-30.14,27.28 KB,19.06 KB,85
hearts-and-flowers/assets/images/flower.png,png,2532,3110,578,22.83,2.47 KB,3.04 KB,85
hearts-and-flowers/assets/images/flower@2x.png,png,5518,6444,926,16.78,5.39 KB,6.29 KB,85
hearts-and-flowers/assets/images/heart.png,png,1275,2103,828,64.94,1.25 KB,2.05 KB,85
hearts-and-flowers/assets/images/heart@2x.png,png,2557,3937,1380,53.97,2.50 KB,3.84 KB,85
hearts-and-flowers/assets/images/keepup.png,png,65499,37528,-27971,-42.70,63.96 KB,36.65 KB,85
hearts-and-flowers/assets/images/keepup@2x.png,png,141088,86992,-54096,-38.34,137.78 KB,84.95 KB,85
hearts-and-flowers/assets/images/rocket.png,png,14674,12164,-2510,-17.11,14.33 KB,11.88 KB,85
hearts-and-flowers/assets/images/rocket@2x.png,png,31349,25359,-5990,-19.11,30.61 KB,24.76 KB,85
hearts-and-flowers/assets/images/sadFace.png,png,3189,3238,49,1.54,3.11 KB,3.16 KB,85
hearts-and-flowers/assets/images/sadFace@2x.png,png,6299,6595,296,4.70,6.15 KB,6.44 KB,85
hearts-and-flowers/assets/images/smilingFace.png,png,3272,3389,117,3.58,3.20 KB,3.31 KB,85
hearts-and-flowers/assets/images/smilingFace@2x.png,png,6509,6812,303,4.66,6.36 KB,6.65 KB,85
intro/images/avatar_cat.png,png,827171,217510,-609661,-73.70,807.78 KB,212.41 KB,85
intro/images/avatar_owl.png,png,236597,69102,-167495,-70.79,231.05 KB,67.48 KB,85
intro/images/avatar_penguin.png,png,101950,45041,-56909,-55.82,99.56 KB,43.99 KB,85
intro/images/blank.png,png,1028,322,-706,-68.68,1.00 KB,322.00 B,85
intro/images/bottom-clouds.png,png,8767,922,-7845,-89.48,8.56 KB,922.00 B,85
intro/images/left-clouds.png,png,7459,783,-6676,-89.50,7.28 KB,783.00 B,85
intro/images/right-clouds.png,png,3218,450,-2768,-86.02,3.14 KB,450.00 B,85
intro/images/top-right-clouds.png,png,8460,906,-7554,-89.29,8.26 KB,906.00 B,85
math/images/10apples.png,png,364086,42593,-321493,-88.30,355.55 KB,41.59 KB,85
math/images/10cars.png,png,205593,33989,-171604,-83.47,200.77 KB,33.19 KB,85
math/images/1apple.png,png,52971,7151,-45820,-86.50,51.73 KB,6.98 KB,85
math/images/1car.png,png,30101,6383,-23718,-78.79,29.40 KB,6.23 KB,85
math/images/2apples.png,png,91059,11259,-79800,-87.64,88.92 KB,11.00 KB,85
math/images/2cars.png,png,47964,9359,-38605,-80.49,46.84 KB,9.14 KB,85
math/images/3apples.png,png,136487,15029,-121458,-88.99,133.29 KB,14.68 KB,85
math/images/3cars.png,png,73115,12456,-60659,-82.96,71.40 KB,12.16 KB,85
math/images/4apples.png,png,163351,19244,-144107,-88.22,159.52 KB,18.79 KB,85
math/images/4cars.png,png,87118,15244,-71874,-82.50,85.08 KB,14.89 KB,85
math/images/5apples.png,png,178317,23327,-154990,-86.92,174.14 KB,22.78 KB,85
math/images/5cars.png,png,102659,18354,-84305,-82.12,100.25 KB,17.92 KB,85
math/images/6apples.png,png,212257,26945,-185312,-87.31,207.28 KB,26.31 KB,85
math/images/6cars.png,png,116414,22141,-94273,-80.98,113.69 KB,21.62 KB,85
math/images/7apples.png,png,271879,31226,-240653,-88.51,265.51 KB,30.49 KB,85
math/images/7cars.png,png,136642,25104,-111538,-81.63,133.44 KB,24.52 KB,85
math/images/8apples.png,png,296279,35259,-261020,-88.10,289.33 KB,34.43 KB,85
math/images/8cars.png,png,151556,28234,-123322,-81.37,148.00 KB,27.57 KB,85
math/images/9apples.png,png,340378,38602,-301776,-88.66,332.40 KB,37.70 KB,85
math/images/9cars.png,png,187163,30915,-156248,-83.48,182.78 KB,30.19 KB,85
math/images/go.png,png,3824,4441,617,16.13,3.73 KB,4.34 KB,85
math/images/goButton.png,png,55436,43871,-11565,-20.86,54.14 KB,42.84 KB,85
math/images/ok.png,png,4553,4980,427,9.38,4.45 KB,4.86 KB,85
math/images/rocket.png,png,14674,12164,-2510,-17.11,14.33 KB,11.88 KB,85
math/images/sadFace@2x.png,png,6299,6595,296,4.70,6.15 KB,6.44 KB,85
math/images/slider-example.png,png,3539,4997,1458,41.20,3.46 KB,4.88 KB,85
math/images/smilingFace@2x.png,png,6509,6812,303,4.66,6.36 KB,6.65 KB,85
math/images/speakerIcon.webp,webp,730,1485,755,103.42,730.00 B,1.45 KB,85
matrix-reasoning/assets/problems/0_practice/rpm_ct_2_alternative_0.png,png,1247,2969,1722,138.09,1.22 KB,2.90 KB,85
matrix-reasoning/assets/problems/0_practice/rpm_ct_2_alternative_1.png,png,1121,1990,869,77.52,1.09 KB,1.94 KB,85
matrix-reasoning/assets/problems/0_practice/rpm_ct_2_alternative_2.png,png,982,1812,830,84.52,982.00 B,1.77 KB,85
matrix-reasoning/assets/problems/0_practice/rpm_ct_2_answer.png,png,1120,2539,1419,126.70,1.09 KB,2.48 KB,85
matrix-reasoning/assets/problems/0_practice/rpm_ct_2_stimulus.png,png,19838,31937,12099,60.99,19.37 KB,31.19 KB,85
matrix-reasoning/assets/problems/10_rpmR4_szA_clD_rC_P6/L1rpmR4_szA_clD_rC_P6_alternative_0.png,png,1782,4372,2590,145.34,1.74 KB,4.27 KB,85
matrix-reasoning/assets/problems/10_rpmR4_szA_clD_rC_P6/L1rpmR4_szA_clD_rC_P6_alternative_2.png,png,1901,5705,3804,200.11,1.86 KB,5.57 KB,85
matrix-reasoning/assets/problems/10_rpmR4_szA_clD_rC_P6/L1rpmR4_szA_clD_rC_P6_alternative_3.png,png,1244,1989,745,59.89,1.21 KB,1.94 KB,85
matrix-reasoning/assets/problems/10_rpmR4_szA_clD_rC_P6/L1rpmR4_szA_clD_rC_P6_answer.png,png,1238,2122,884,71.41,1.21 KB,2.07 KB,85
matrix-reasoning/assets/problems/10_rpmR4_szA_clD_rC_P6/L1rpmR4_szA_clD_rC_P6_stimulus.png,png,14924,24818,9894,66.30,14.57 KB,24.24 KB,85
matrix-reasoning/assets/problems/10_rpmR4_szA_clD_rC_P6/L1rpmR4_szA_clD_rC_P6_stimulusFULL.png,png,15602,26374,10772,69.04,15.24 KB,25.76 KB,85
matrix-reasoning/assets/problems/11_rpmR5_shP_clA_rC_P2/L1rpmR5_shP_clA_rC_P2_alternative_1.png,png,4544,3091,-1453,-31.98,4.44 KB,3.02 KB,85
matrix-reasoning/assets/problems/11_rpmR5_shP_clA_rC_P2/L1rpmR5_shP_clA_rC_P2_alternative_4.png,png,4857,3487,-1370,-28.21,4.74 KB,3.41 KB,85
matrix-reasoning/assets/problems/11_rpmR5_shP_clA_rC_P2/L1rpmR5_shP_clA_rC_P2_alternative_5.png,png,1928,3769,1841,95.49,1.88 KB,3.68 KB,85
matrix-reasoning/assets/problems/11_rpmR5_shP_clA_rC_P2/L1rpmR5_shP_clA_rC_P2_answer.png,png,5903,3972,-1931,-32.71,5.76 KB,3.88 KB,85
matrix-reasoning/assets/problems/11_rpmR5_shP_clA_rC_P2/L1rpmR5_shP_clA_rC_P2_stimulus.png,png,32651,31579,-1072,-3.28,31.89 KB,30.84 KB,85
matrix-reasoning/assets/problems/11_rpmR5_shP_clA_rC_P2/L1rpmR5_shP_clA_rC_P2_stimulusFULL.png,png,37648,35140,-2508,-6.66,36.77 KB,34.32 KB,85
matrix-reasoning/assets/problems/12_rpmR5_shP_clA_rC_P4/L1rpmR5_shP_clA_rC_P4_alternative_4.png,png,3467,1978,-1489,-42.95,3.39 KB,1.93 KB,85
matrix-reasoning/assets/problems/12_rpmR5_shP_clA_rC_P4/L1rpmR5_shP_clA_rC_P4_alternative_5.png,png,2970,1791,-1179,-39.70,2.90 KB,1.75 KB,85
matrix-reasoning/assets/problems/12_rpmR5_shP_clA_rC_P4/L1rpmR5_shP_clA_rC_P4_alternative_6.png,png,3172,1933,-1239,-39.06,3.10 KB,1.89 KB,85
matrix-reasoning/assets/problems/12_rpmR5_shP_clA_rC_P4/L1rpmR5_shP_clA_rC_P4_answer.png,png,3491,1950,-1541,-44.14,3.41 KB,1.90 KB,85
matrix-reasoning/assets/problems/12_rpmR5_shP_clA_rC_P4/L1rpmR5_shP_clA_rC_P4_stimulus.png,png,27923,30613,2690,9.63,27.27 KB,29.90 KB,85
matrix-reasoning/assets/problems/12_rpmR5_shP_clA_rC_P4/L1rpmR5_shP_clA_rC_P4_stimulusFULL.png,png,30483,32123,1640,5.38,29.77 KB,31.37 KB,85
matrix-reasoning/assets/problems/13_rpmR5_shP_clD_rC_P12/L1rpmR5_shP_clD_rC_P12_alternative_1.png,png,6632,3378,-3254,-49.07,6.48 KB,3.30 KB,85
matrix-reasoning/assets/problems/13_rpmR5_shP_clD_rC_P12/L1rpmR5_shP_clD_rC_P12_alternative_4.png,png,5757,4000,-1757,-30.52,5.62 KB,3.91 KB,85
matrix-reasoning/assets/problems/13_rpmR5_shP_clD_rC_P12/L1rpmR5_shP_clD_rC_P12_alternative_6.png,png,6735,4165,-2570,-38.16,6.58 KB,4.07 KB,85
matrix-reasoning/assets/problems/13_rpmR5_shP_clD_rC_P12/L1rpmR5_shP_clD_rC_P12_answer.png,png,6687,3665,-3022,-45.19,6.53 KB,3.58 KB,85
matrix-reasoning/assets/problems/13_rpmR5_shP_clD_rC_P12/L1rpmR5_shP_clD_rC_P12_stimulus.png,png,28931,31129,2198,7.60,28.25 KB,30.40 KB,85
matrix-reasoning/assets/problems/13_rpmR5_shP_clD_rC_P12/L1rpmR5_shP_clD_rC_P12_stimulusFULL.png,png,34504,34340,-164,-0.48,33.70 KB,33.54 KB,85
matrix-reasoning/assets/problems/14_rpmR6_shD_clA_rC_P1/L1rpmR6_shD_clA_rC_P1_alternative_3.png,png,1485,1734,249,16.77,1.45 KB,1.69 KB,85
matrix-reasoning/assets/problems/14_rpmR6_shD_clA_rC_P1/L1rpmR6_shD_clA_rC_P1_alternative_4.png,png,5219,3081,-2138,-40.97,5.10 KB,3.01 KB,85
matrix-reasoning/assets/problems/14_rpmR6_shD_clA_rC_P1/L1rpmR6_shD_clA_rC_P1_alternative_5.png,png,3439,1979,-1460,-42.45,3.36 KB,1.93 KB,85
matrix-reasoning/assets/problems/14_rpmR6_shD_clA_rC_P1/L1rpmR6_shD_clA_rC_P1_answer.png,png,3508,1920,-1588,-45.27,3.43 KB,1.88 KB,85
matrix-reasoning/assets/problems/14_rpmR6_shD_clA_rC_P1/L1rpmR6_shD_clA_rC_P1_stimulus.png,png,15337,21707,6370,41.53,14.98 KB,21.20 KB,85
matrix-reasoning/assets/problems/14_rpmR6_shD_clA_rC_P1/L1rpmR6_shD_clA_rC_P1_stimulusFULL.png,png,18068,23227,5159,28.55,17.64 KB,22.68 KB,85
matrix-reasoning/assets/problems/15_rpmR6_shD_clA_rC_P2/L1rpmR6_shD_clA_rC_P2_alternative_2.png,png,4338,3119,-1219,-28.10,4.24 KB,3.05 KB,85
matrix-reasoning/assets/problems/15_rpmR6_shD_clA_rC_P2/L1rpmR6_shD_clA_rC_P2_alternative_4.png,png,3479,2272,-1207,-34.69,3.40 KB,2.22 KB,85
matrix-reasoning/assets/problems/15_rpmR6_shD_clA_rC_P2/L1rpmR6_shD_clA_rC_P2_alternative_6.png,png,2131,1337,-794,-37.26,2.08 KB,1.31 KB,85
matrix-reasoning/assets/problems/15_rpmR6_shD_clA_rC_P2/L1rpmR6_shD_clA_rC_P2_answer.png,png,4266,2782,-1484,-34.79,4.17 KB,2.72 KB,85
matrix-reasoning/assets/problems/15_rpmR6_shD_clA_rC_P2/L1rpmR6_shD_clA_rC_P2_stimulus.png,png,13577,25671,12094,89.08,13.26 KB,25.07 KB,85
matrix-reasoning/assets/problems/15_rpmR6_shD_clA_rC_P2/L1rpmR6_shD_clA_rC_P2_stimulusFULL.png,png,18088,27945,9857,54.49,17.66 KB,27.29 KB,85
matrix-reasoning/assets/problems/16_rpmR6_shD_clD_rC_P2/L1rpmR6_shD_clD_rC_P2_alternative_2.png,png,1234,2860,1626,131.77,1.21 KB,2.79 KB,85
matrix-reasoning/assets/problems/16_rpmR6_shD_clD_rC_P2/L1rpmR6_shD_clD_rC_P2_alternative_5.png,png,805,1496,691,85.84,805.00 B,1.46 KB,85
matrix-reasoning/assets/problems/16_rpmR6_shD_clD_rC_P2/L1rpmR6_shD_clD_rC_P2_alternative_6.png,png,1295,2621,1326,102.39,1.26 KB,2.56 KB,85
matrix-reasoning/assets/problems/16_rpmR6_shD_clD_rC_P2/L1rpmR6_shD_clD_rC_P2_answer.png,png,1343,2964,1621,120.70,1.31 KB,2.89 KB,85
matrix-reasoning/assets/problems/16_rpmR6_shD_clD_rC_P2/L1rpmR6_shD_clD_rC_P2_stimulus.png,png,10448,20853,10405,99.59,10.20 KB,20.36 KB,85
matrix-reasoning/assets/problems/16_rpmR6_shD_clD_rC_P2/L1rpmR6_shD_clD_rC_P2_stimulusFULL.png,png,10992,23304,12312,112.01,10.73 KB,22.76 KB,85
matrix-reasoning/assets/problems/17_rpmR7_szP_shD_clA_rA_P3/L1rpmR7_szP_shD_clA_rA_P3_alternative_0.png,png,3172,1927,-1245,-39.25,3.10 KB,1.88 KB,85
matrix-reasoning/assets/problems/17_rpmR7_szP_shD_clA_rA_P3/L1rpmR7_szP_shD_clA_rA_P3_alternative_1.png,png,1485,1734,249,16.77,1.45 KB,1.69 KB,85
matrix-reasoning/assets/problems/17_rpmR7_szP_shD_clA_rA_P3/L1rpmR7_szP_shD_clA_rA_P3_alternative_2.png,png,2982,1868,-1114,-37.36,2.91 KB,1.82 KB,85
matrix-reasoning/assets/problems/17_rpmR7_szP_shD_clA_rA_P3/L1rpmR7_szP_shD_clA_rA_P3_answer.png,png,3530,1915,-1615,-45.75,3.45 KB,1.87 KB,85
matrix-reasoning/assets/problems/17_rpmR7_szP_shD_clA_rA_P3/L1rpmR7_szP_shD_clA_rA_P3_stimulus.png,png,33479,29852,-3627,-10.83,32.69 KB,29.15 KB,85
